opinion_id,author,recommendation,stars,content,pros,cons,useful,useless,post_date,purchase_date
11767720,Użytkownik Ceneo,Polecam,5/5,Polecam,[],[],0,0,2020-02-19 10:08:10,2020-01-24 23:23:25
11750376,Użytkownik Ceneo,Polecam,"4,5/5",Polecam,[],[],0,0,2020-02-15 13:51:22,2020-01-15 13:02:26
11630103,Użytkownik Ceneo,Polecam,5/5,Polecam,[],[],0,0,2020-01-23 13:28:45,2020-01-11 20:37:25
11586361,ela,Polecam,5/5,super|!,[],[],0,0,2020-01-15 13:07:20,2019-12-15 15:43:22
10987913,Magdalena,Polecam,5/5,Polecam,[],[],0,0,2019-08-31 09:11:35,2019-08-27 21:29:45
9028382,Aneta,Polecam,5/5,Polecam,[],[],0,0,2019-02-01 11:39:28,2019-01-22 08:48:19
5047653,Natalia,Polecam,5/5,polecam,[],[],0,0,2017-09-18 09:45:40,2017-09-12 10:10:23
8275300,Aleksandra,Polecam,5/5,Super.,[],[],0,0,2018-08-23 10:26:47,2018-08-20 12:16:42
14564973,g...k,Polecam,5/5,Supet,"['głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2021-06-07 11:09:45,2021-05-22 15:17:28
12369545,Użytkownik Ceneo,Polecam,5/5,Super,[],[],0,0,2020-05-07 22:06:59,2020-04-27 21:13:13
11252414,Justa,Polecam,5/5,Super,[],[],0,0,2019-11-08 12:23:56,2019-11-05 14:02:23
5190896,Aneta,Polecam,5/5,Super,[],[],0,0,2017-11-06 09:25:01,2017-10-31 12:41:07
4359615,Jola,Polecam,5/5,Fajny,[],[],0,0,2017-01-19 21:52:37,2016-12-14 14:24:35
4666905,mt,Polecam,5/5,super,[],[],0,0,2017-05-15 20:29:46,2017-05-10 21:02:24
15041190,emirybicka,Polecam,5/5,Ok,[],[],0,0,2021-10-06 15:21:55,2021-10-01 20:52:12
16625773,v...4,Polecam,5/5,..,[],[],0,0,2022-10-12 22:19:52,2022-09-23 10:54:39
12838463,kmlbanachowicz*****,Polecam,5/5,Ok,"['bardzo dobre lezy w ręce dziecka', 'cena', 'dopasowana do malutkich rączek', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'ładowanie za pomocą zwykłej baterii', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'swiatło pomaga rodzicom oraz zacheca dzi', 'wygoda używania', 'wyprofilowana', 'wytrzymałość']",['brak regulacji poziomu wibracji'],0,0,2020-07-22 17:11:09,2020-07-20 22:05:31
12851616,l...4,Polecam,5/5,Ok,"['cena', 'dopasowana do malutkich rączek', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'wygoda używania', 'wyprofilowana']",[],0,0,2020-07-24 21:09:06,2020-07-21 10:56:59
13593772,c...a,,"3,5/5",Ok,[],[],0,0,2020-12-16 20:41:50,2020-11-23 12:35:22
14784763,e...h,Polecam,"4,5/5",ok,[],[],0,0,2021-07-30 10:58:19,2021-07-21 08:16:17
12545242,i...l,Polecam,5/5,ok,[],[],0,0,2020-05-29 00:54:32,2020-05-15 00:58:49
12186216,Użytkownik Ceneo,Polecam,5/5,Ok,[],[],0,0,2020-04-18 11:46:28,2020-04-14 16:35:44
11671392,Użytkownik Ceneo,Polecam,"4,5/5",Ok,[],[],0,0,2020-01-31 07:32:27,2020-01-12 08:51:27
11572925,kamil,Polecam,"4,5/5",ok,[],[],0,0,2020-01-13 09:25:27,2019-12-11 16:51:11
11501090,Marek,Polecam,5/5,ok,[],[],0,0,2019-12-29 22:24:44,2019-12-06 22:36:55
11041788,Bartosz,Polecam,5/5,ok,[],[],0,0,2019-09-14 13:52:24,2019-09-09 15:44:22
10763033,Hanna,Polecam,5/5,ok,[],[],0,0,2019-07-09 20:42:22,2019-06-20 13:46:06
10100152,Ola,Polecam,4/5,"Szczoteczka dobrze wyprofilowana, atrakcyjna dla dziecka. Bezpieczna w użytkowaniu. Jedyny, jak dla mnie DUŻY MINUS za brak śrubokrętu w zestawie. Śrubka jest maleńka, nie każdy dysponuje tak małym śrubokrętem co może utrudnić umieszczenie baterii w szczoteczce. Reszta bez zarzutu.",[],[],0,0,2019-02-14 14:21:28,2019-01-28 11:51:28
15655973,n...0,Nie polecam,"0,5/5",Nie dostałam zamówienia wiec nie mogę ocenić,[],[],0,0,2022-02-04 09:40:48,2022-01-26 10:30:31
12653701,b...1,Nie polecam,"0,5/5",.k,[],[],0,0,2020-06-16 07:49:03,2020-06-04 09:45:01
8401040,Użytkownik Ceneo,Polecam,5/5,"Moja mała córcia bardzo chętnie po nią sięga. Próbujemy razem uczyć się myć ząbki. Początki nie sa łatwe, ale znacznie to lepiej idzie niż jak stosowałam zwykłą szczoteczkę. Podswietlana końcowka bardzo przykuwa uwage córki. Jak na początek super opcja. Szczoteczka jest lekka i łatwa w użyciu. Polecam wszystkim mamom.","['głośność pracy', 'łatwość czyszczenia']",[],0,0,2018-10-02 16:23:12,
10890140,Rita,Polecam,"4,5/5",Zarówno szczoteczka jak i końcówki to MUST HAVE. Mieliśmy już mnóstwo szczoteczek do zębów i jak dotąd ta wygrywa.,"['bardzo dobre lezy w ręce dziecka', 'cena', 'dopasowana do malutkich rączek', 'dziecko jest zainteresowane myciem', 'jakość wykonania', 'podświetlenie', 'skuteczne czyszczenie', 'wytrzymałość']",[],0,0,2019-08-08 06:58:16,2019-08-03 21:17:54
10660463,Rafał,Polecam,5/5,"wszystko w jak najlepszym porządku, z produktów jesteśmy bardzo zadowowleni, będziemy dalej w aptecegemini kupować rzeczy. nawet teraz kiedy pisze te słowa czekamy na paczkę",[],[],0,1,2019-06-14 13:22:36,2019-05-28 19:40:38
10842317,Artur,Polecam,5/5,Końcówki do szczoteczki jak końcówki do szczoteczki - spełniają swoje zadanie.,"['dopasowana do malutkich rączek', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'wygoda używania', 'wytrzymałość']",[],0,0,2019-07-27 13:09:38,2019-07-13 20:09:21
11159654,Katarzyna,Polecam,5/5,"Synek zachwycony z zakupu, mycie zębów stało się super zabawą, polecam.","['jakość wykonania', 'łatwość czyszczenia', 'skuteczne czyszczenie', 'wygoda używania', 'wytrzymałość']",[],0,0,2019-10-15 22:07:49,2019-10-10 22:57:34
10079611,Paweł,Polecam,5/5,Ok. Bez zastrzeżeń . Pasuje do szczoteczki z biedronki,"['jakość wykonania', 'skuteczne czyszczenie', 'wytrzymałość']",[],0,0,2019-02-11 13:15:54,2019-01-23 14:36:23
10335407,marzena,Polecam,5/5,"polecam, bardzo fajny produkt","['jakość wykonania', 'skuteczne czyszczenie', 'wytrzymałość']",[],1,0,2019-04-02 10:21:32,2019-03-26 12:17:23
11031152,Ł...z,Polecam,5/5,Produkt zgodny z opisem. Koncowki podswietlaja się.,"['ładowanie za pomocą zwykłej baterii', 'łatwa w użytkowaniu', 'swiatło pomaga rodzicom oraz zacheca dzi', 'wyprofilowana']",['brak regulacji poziomu wibracji'],0,0,2019-09-11 21:10:29,2019-08-10 18:56:26
11298240,Ł...z,Polecam,5/5,Produkt zgodny z opisem. Koncowki podswietlaja się.,"['ładowanie za pomocą zwykłej baterii', 'łatwa w użytkowaniu', 'skuteczne czyszczenie', 'swiatło pomaga rodzicom oraz zacheca dzi', 'wyprofilowana', 'wytrzymałość']",['brak regulacji poziomu wibracji'],0,0,2019-11-20 14:15:03,2019-11-17 21:55:02
8022582,Joanna,Nie polecam,1/5,"Taka sama jak baby brush żółta te samr koncowki ta sama cena, zlamala sie po 2po miesiącach w miejscu mocowania koncowki
Nadaje sie tylko dla niemowlaka a zebymyje jak manualna",['jakość wykonania'],"['skuteczne czyszczenie', 'wytrzymałość']",0,0,2018-06-06 12:12:46,2018-05-27 23:25:41
8174352,J.k,Polecam,5/5,Super szczoteczka dla maluchow,"['jakość wykonania', 'skuteczne czyszczenie', 'wytrzymałość']",[],0,0,2018-07-24 18:59:19,2018-07-19 12:45:14
10140398,Anna,Polecam,5/5,używam od pół roku i lubię,"['jakość wykonania', 'wytrzymałość']",[],0,0,2019-02-22 11:12:55,2019-02-12 23:57:00
5000907,S...a,Polecam,5/5,"Szczoteczka akurat dla małego dziecka . Mój 1R,2m synek bardzo chętnie myje nią zęby nie trzeba go nawet namawiać :)","['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2017-09-01 17:55:56,
7846254,Wojtek,Polecam,5/5,"jeszcze nie testowana bo dziecko za małe, ale mniejszy rozmiar jest OK",[],[],0,0,2018-04-16 11:29:18,2018-04-04 14:06:57
8362990,Paulina,Polecam,5/5,Fajna opcja ze światełko.  Mój synek jest bardzo zainteresowany,[],[],0,0,2018-09-20 08:12:27,2018-09-07 14:56:38
15790339,O...a,Polecam,4/5,"Dobra cena, ale same szczoteczki za szybko się zużywają","['jakość wykonania', 'skuteczne czyszczenie', 'wygoda używania']",['wytrzymałość'],0,0,2022-03-07 20:32:04,2022-02-04 18:19:28
8790758,Kate,Polecam,5/5,Super!,['jakość wykonania'],[],0,0,2018-12-21 19:29:21,2018-12-03 15:35:31
10091659,Magda,Polecam,4/5,dobra,"['jakość wykonania', 'skuteczne czyszczenie', 'wytrzymałość']",[],0,0,2019-02-13 12:33:22,2019-02-01 13:23:53
10643435,TG,Polecam,5/5,ok,"['jakość wykonania', 'łatwość czyszczenia', 'skuteczne czyszczenie', 'wygoda używania', 'wytrzymałość']",[],0,0,2019-06-11 11:10:59,2019-06-06 07:46:58
18538981,i...n,Polecam,5/5,Mini szczoteczka nadaje się już dla roczniaka.,"['cena', 'dopasowana do malutkich rączek', 'jakość wykonania', 'ładny wygląd', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'podświetlenie', 'skuteczne czyszczenie', 'wygoda używania', 'wyprofilowana', 'wytrzymałość']",[],0,0,2024-04-01 09:18:38,2024-03-11 15:30:15
18481380,k...a,Polecam,5/5,"Końcówki super, w sam raz dla małych dzieci",[],[],0,0,2024-03-12 08:37:37,2023-10-16 22:48:06
17974738,d...o,Polecam,5/5,"Dobrze wykonane, idealne dla dzieci 1.5+","['jakość wykonania', 'skuteczne czyszczenie', 'wygoda używania', 'wytrzymałość']",[],0,0,2023-10-06 09:37:10,2023-09-30 12:30:30
10329455,es,Polecam,5/5,Ułatwia mycie zębów mojemu maluszkowi.,[],[],0,0,2019-04-01 02:55:55,2019-03-19 19:56:40
13136549,m...i,Polecam,"4,5/5","wszystko ok, moglyby być większe.",[],[],0,0,2020-09-28 14:25:52,2020-09-15 22:38:25
15199715,m...3,Polecam,5/5,Bardzo fajna szczoteczka dla Maluchów,"['jakość wykonania', 'skuteczne czyszczenie', 'wygoda używania', 'wytrzymałość']",[],0,0,2021-11-12 20:04:27,2021-11-04 11:14:38
17327708,i...o,Polecam,5/5,Jest super córcia z chęcią myje zabki,[],[],0,0,2023-03-28 11:01:09,2023-03-04 15:42:39
11858009,pioter,Polecam,5/5,Idealne dla małego dziecka,[],[],0,0,2020-03-05 23:58:43,2020-02-24 21:18:48
11858006,pioter,Polecam,5/5,Idealne dla małego dziecka,[],[],0,0,2020-03-05 23:58:15,2020-02-24 21:18:48
12984001,a...b,Polecam,5/5,Idealne dla mojego dziecka,"['jakość wykonania', 'łatwość czyszczenia', 'skuteczne czyszczenie', 'wytrzymałość']",[],0,0,2020-08-20 21:26:48,2020-07-28 17:21:04
15970275,mduczmalewska,Polecam,5/5,Bardzo dobra jakość wykonania.,"['jakość wykonania', 'skuteczne czyszczenie', 'wytrzymałość']",[],0,0,2022-04-16 09:58:56,2022-03-28 17:22:01
11736588,Użytkownik Ceneo,Polecam,5/5,Produkt zgodny z opisem,[],[],0,0,2020-02-13 12:45:20,2020-02-09 19:29:26
10506598,Piotr,Polecam,5/5,Pomocne do szczoteczek.,[],[],0,0,2019-05-10 20:38:35,2019-05-06 08:27:46
11842736,Użytkownik Ceneo,,"3,5/5",Ciężko pisać. Po 1 dniu uzywania,[],[],0,1,2020-03-04 00:47:29,2020-02-27 00:22:26
18138944,l...4,Polecam,5/5,Dobra jakoś produktu,"['jakość wykonania', 'ładny wygląd', 'wygoda używania', 'wytrzymałość']",[],0,0,2023-11-26 12:41:18,2023-11-20 21:30:29
11206615,Karolina,Polecam,5/5,Wszystko w porządku,[],[],0,0,2019-10-28 09:35:57,2019-09-26 18:15:11
12924107,lilkamoskal,Polecam,5/5,Super szczoteczka,"['jakość wykonania', 'łatwość czyszczenia', 'skuteczne czyszczenie']",[],0,0,2020-08-08 13:28:40,2020-07-02 12:38:14
13778128,h...d,Polecam,5/5,Wszystko super,"['jakość wykonania', 'łatwość czyszczenia', 'skuteczne czyszczenie', 'wytrzymałość']",[],0,0,2021-01-15 11:21:30,2021-01-12 09:38:36
11728790,Użytkownik Ceneo,Polecam,5/5,Dobra jakość,[],[],0,0,2020-02-12 09:33:18,2020-02-09 22:49:43
11534171,Agape,Polecam,5/5,Wszystko ok,[],[],0,0,2020-01-04 23:35:31,2019-12-16 11:36:08
13761818,j...8,Polecam,5/5,Polecam,"['jakość wykonania', 'łatwość czyszczenia', 'skuteczne czyszczenie', 'wytrzymałość']",[],0,0,2021-01-13 12:52:25,2021-01-08 19:50:01
17327710,i...o,Polecam,"4,5/5",Jest ok,[],[],0,0,2023-03-28 11:01:24,2023-03-04 15:42:39
13717656,b...a,Polecam,5/5,Polecam,[],[],0,0,2021-01-05 23:53:23,2020-12-12 00:28:15
10957171,jacek,Polecam,5/5,polecam,[],[],0,0,2019-08-23 14:54:18,2019-08-20 23:02:26
10834764,O,Polecam,5/5,Polecam,[],[],0,0,2019-07-25 18:32:35,2019-07-05 17:50:48
9028391,Aneta,Polecam,"4,5/5",Polecam,[],[],0,0,2019-02-01 11:39:24,2019-01-22 08:48:19
19470196,t...5,Polecam,5/5,Zgodny,"['jakość wykonania', 'skuteczne czyszczenie', 'wygoda używania', 'wytrzymałość']",[],0,0,2025-02-24 09:13:35,2025-02-09 20:51:07
15336171,Madzalina,Polecam,5/5,Super,[],[],0,0,2021-12-09 13:10:45,2021-12-04 21:01:24
12698223,d...a,Polecam,5/5,Super,"['jakość wykonania', 'łatwość czyszczenia', 'skuteczne czyszczenie', 'wytrzymałość']",[],0,0,2020-06-23 15:29:10,2020-06-18 22:23:15
8495707,agata popiolek68,Polecam,"4,5/5",Super,[],[],0,0,2018-10-29 12:39:17,2018-10-24 14:55:50
17467549,p...6,Polecam,5/5,Hit,[],[],0,0,2023-05-03 07:12:33,2023-04-12 21:14:08
17910896,j...h,Polecam,5/5,Ok,[],[],0,0,2023-09-18 08:53:56,2023-09-04 11:13:53
15788939,Użytkownik Ceneo,Polecam,5/5,Ok,"['dopasowana do malutkich rączek', 'dziecko jest zainteresowane myciem', 'jakość wykonania', 'ładny wygląd', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'podświetlenie', 'skuteczne czyszczenie', 'wygoda używania', 'wytrzymałość']",[],0,0,2022-03-07 12:48:07,2022-03-03 09:10:44
14784764,e...h,Polecam,"4,5/5",ok,[],[],0,0,2021-07-30 10:58:29,2021-07-21 08:16:17
14630084,c...4,Polecam,5/5,Ok,[],[],0,0,2021-06-22 12:22:54,2021-06-11 14:15:26
13768656,h...l,Polecam,5/5,ok,"['jakość wykonania', 'łatwość czyszczenia', 'skuteczne czyszczenie', 'wytrzymałość']",[],0,0,2021-01-14 10:19:06,2021-01-04 00:50:57
13593774,c...a,Polecam,5/5,Ok,[],[],0,0,2020-12-16 20:41:59,2020-11-23 12:35:22
12931993,K...j,Polecam,5/5,Ok,[],[],0,0,2020-08-10 16:06:36,2020-07-09 13:34:01
11767724,Użytkownik Ceneo,Polecam,5/5,ok,[],[],0,0,2020-02-19 10:08:29,2020-01-24 23:23:25
11720509,Użytkownik Ceneo,Polecam,5/5,ok,[],[],0,0,2020-02-10 15:37:26,2020-01-22 23:01:19
11720508,Użytkownik Ceneo,Polecam,5/5,ok,[],[],0,0,2020-02-10 15:37:21,2020-01-22 23:01:19
10419703,Łukasz,,3/5,Ciężko dodawać opinie o produkcie skoro się go nie otrzymało.,[],[],0,2,2019-04-19 11:19:01,2019-04-10 08:44:59
11476518,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-12-23 17:40:58,
11371171,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-12-04 23:27:20,
11323529,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-11-26 12:22:41,
11317972,Użytkownik Ceneo,,4/5,"4,0/5",[],[],0,0,2019-11-24 15:17:53,
11232260,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-11-04 12:47:15,
11209709,Użytkownik Ceneo,,"4,5/5","4,5/5",[],[],0,0,2019-10-28 18:23:24,
11201575,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-10-25 19:46:59,
8141101,Mama1,Nie polecam,"2,5/5",Dość drogie,"['jakość wykonania', 'skuteczne czyszczenie', 'wytrzymałość']",[],0,0,2018-07-16 00:12:01,2018-06-13 14:38:02
8222304,Użytkownik Ceneo,Nie polecam,1/5,Koncowki niepasuja do szoteczki! Producent zmienil rozmiar wejscia - absurd,[],[],0,1,2018-08-07 18:27:27,
11161566,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-10-16 12:46:40,
11081742,Użytkownik Ceneo,,4/5,"4,0/5",[],[],0,0,2019-09-25 20:38:45,
11068467,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-09-21 19:48:19,
10983580,Użytkownik Ceneo,,"4,5/5","4,5/5",[],[],0,0,2019-08-30 10:26:44,
10874556,Użytkownik Ceneo,,4/5,"4,0/5",[],[],0,0,2019-08-04 21:47:44,
10862493,Użytkownik Ceneo,,"4,5/5","4,5/5",[],[],0,0,2019-08-01 11:57:35,
10856628,Użytkownik Ceneo,,4/5,"4,0/5",[],[],0,0,2019-07-31 11:02:15,
10749361,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-07-05 21:18:29,
10714141,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-06-28 02:36:21,
10569682,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-05-24 14:44:08,
10502778,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-05-10 12:14:24,
10427439,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-04-22 18:14:20,
10205276,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-03-07 10:38:45,
10104598,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-02-15 11:04:30,
10274064,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-03-20 13:55:03,
10313637,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-03-28 12:13:26,
9793172,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-02-04 14:38:15,
8926236,Użytkownik Ceneo,,"4,5/5","4,5/5",[],[],0,0,2019-01-14 23:08:35,
10045204,Użytkownik Ceneo,,"4,5/5","4,5/5",[],[],0,0,2019-02-05 12:01:57,
10045190,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2019-02-05 12:01:04,
8752063,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-12-17 09:17:23,
8721203,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-12-12 12:41:26,
8390582,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-09-28 14:57:39,
8258083,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-08-17 14:58:59,
8412664,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-10-05 10:40:25,
8482963,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-10-25 14:18:18,
7833995,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-04-12 15:18:42,
8034228,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-06-10 13:16:38,
8025858,Użytkownik Ceneo,,"4,5/5","4,5/5",[],[],0,0,2018-06-07 10:00:11,
8059786,Użytkownik Ceneo,,"4,5/5","4,5/5",[],[],0,0,2018-06-18 22:20:02,
7832092,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-04-12 10:26:54,
7825271,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-04-10 20:26:24,
7815264,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-04-07 16:47:50,
7805706,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-04-05 12:45:27,
7798792,Użytkownik Ceneo,,"4,5/5","4,5/5",[],[],0,0,2018-04-04 11:11:06,
7761878,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-03-25 22:24:13,
6742671,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-03-19 10:59:29,
6702333,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-03-12 21:49:20,
6620672,Użytkownik Ceneo,,4/5,"4,0/5",[],[],0,0,2018-02-21 13:05:07,
6608173,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-02-19 08:48:25,
6594063,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-02-15 09:04:52,
6594059,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2018-02-15 09:04:30,
5153566,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2017-10-24 12:48:54,2017-10-19 20:15:01
5182571,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2017-11-02 18:34:31,2017-10-28 14:56:12
6378147,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2017-12-21 10:43:56,2017-12-10 15:05:38
6425210,Użytkownik Ceneo,,4/5,"4,0/5",[],[],0,0,2018-01-03 10:03:33,2017-12-28 19:22:52
4775828,Użytkownik Ceneo,Polecam,5/5,"5,0/5",[],[],0,0,2017-06-20 22:03:41,2017-06-08 21:20:34
4842756,Użytkownik Ceneo,Polecam,5/5,"5,0/5",[],[],0,0,2017-07-12 13:35:10,2017-06-21 10:25:23
4965871,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2017-08-22 11:20:19,2017-08-18 09:25:27
5101643,Użytkownik Ceneo,,5/5,"5,0/5",[],[],0,0,2017-10-05 15:35:15,2017-09-25 16:45:41
4746187,Użytkownik Ceneo,Polecam,5/5,"5,0/5",[],[],0,0,2017-06-09 22:34:45,2017-05-19 18:11:58
